Season,Name,Team,AVG,BB%,R,NameASCII,PlayerId,MLBAMID
2018,"Rhys Hoskins","PHI",0.245519713,0.131818181,89,"Rhys Hoskins",16472,656555
2019,"Anthony Rizzo","CHC",0.29296875,0.115823817,89,"Anthony Rizzo",3473,519203
2019,"Jose Altuve","HOU",0.298,0.074817518,89,"Jose Altuve",5417,514888
2019,"Javier Báez","CHC",0.280602636,0.049910873,89,"Javier Baez",12979,595879
2021,"Starling Marte","- - -",0.310492505,0.081749049,89,"Starling Marte",9241,516782
2021,"Hunter Renfroe","BOS",0.259117082,0.076923076,89,"Hunter Renfroe",15464,592669
2021,"J.P. Crawford","SEA",0.273021001,0.084425036,89,"J.P. Crawford",15491,641487
2021,"Aaron Judge","NYY",0.287272727,0.118483412,89,"Aaron Judge",15640,592450
2021,"Tyler O'Neill","STL",0.286307053,0.0707635,89,"Tyler O'Neill",15711,641933
2022,"Tommy Pham","- - -",0.236462093,0.090032154,89,"Tommy Pham",2967,502054
2022,"George Springer","TOR",0.26705653,0.092624356,89,"George Springer",12856,543807
2022,"Cedric Mullins","BAL",0.258223684,0.069940476,89,"Cedric Mullins",17929,656775
2022,"Steven Kwan","CLE",0.29840142,0.097178683,89,"Steven Kwan",24610,680757
2023,"Paul Goldschmidt","STL",0.268128161,0.126637554,89,"Paul Goldschmidt",9218,502671
2023,"Brandon Nimmo","NYM",0.273648648,0.108504398,89,"Brandon Nimmo",12927,607043
2023,"Nathaniel Lowe","TEX",0.261637239,0.128453038,89,"Nathaniel Lowe",19566,663993
2024,"Willi Castro","MIN",0.247311827,0.08031496,89,"Willi Castro",17338,650489
2024,"Ian Happ","CHC",0.242530755,0.121765601,89,"Ian Happ",17919,664023
1978,"Don Money","MIL",0.293436293,0.081632653,88,"Don Money",1009052,119248
1978,"Dave Winfield","SDP",0.308347529,0.084745762,88,"Dave Winfield",1014127,124448
1979,"Steve Kemp","DET",0.318367346,0.119298245,88,"Steve Kemp",1006827,116972
1979,"Paul Molitor","MIL",0.321917808,0.074418604,88,"Paul Molitor",1009040,119236
1979,"Ben Oglivie","MIL",0.282101167,0.083916083,88,"Ben Oglivie",1009746,119954
1980,"Steve Kemp","DET",0.293307086,0.116751269,88,"Steve Kemp",1006827,116972
1982,"Rod Carew","CAL",0.319311663,0.109477124,88,"Rod Carew",1001942,111986
1982,"Steve Sax","LAD",0.282131661,0.070100143,88,"Steve Sax",1011481,121732
1983,"Larry Herndon","DET",0.301824212,0.069908814,88,"Larry Herndon",1005717,115836
1984,"Buddy Bell","TEX",0.314647377,0.1,88,"Buddy Bell",1000799,110815
1984,"Tony Gwynn","SDP",0.351485148,0.087407407,88,"Tony Gwynn",1005166,115270
1984,"Mookie Wilson","NYM",0.275979557,0.042003231,88,"Mookie Wilson",1014096,124434
1985,"Dave Parker","CIN",0.311811023,0.074927953,88,"Dave Parker",1010000,120225
1986,"Tony Bernazard","CLE",0.300711743,0.083333333,88,"Tony Bernazard",1000889,110918
1986,"Phil Bradley","SEA",0.309885931,0.125203252,88,"Phil Bradley",1001313,111349
1987,"Mike Schmidt","PHI",0.293103448,0.135399673,88,"Mike Schmidt",1011586,121836
1988,"Julio Franco","CLE",0.303425774,0.082840236,88,"Julio Franco",87,212297
1989,"George Bell","TOR",0.296900489,0.049698795,88,"George Bell",1000808,110823
1989,"Steve Sax","NYY",0.314900153,0.072524407,88,"Steve Sax",1011481,121732
1991,"Barry Larkin","CIN",0.301724137,0.104364326,88,"Barry Larkin",335,117501
1991,"Roberto Alomar","TOR",0.295133437,0.079276773,88,"Roberto Alomar",860,110183
1993,"Dean Palmer","TEX",0.244701348,0.09059829,88,"Dean Palmer",482,120194
1994,"Craig Biggio","HOU",0.318077803,0.121330724,88,"Craig Biggio",549,110987
1994,"Jose Canseco","TEX",0.282051282,0.136633663,88,"Jose Canseco",1001918,111962
1995,"Jeff Bagwell","HOU",0.290178571,0.146567717,88,"Jeff Bagwell",547,110432
1996,"Mark Grace","CHC",0.330895795,0.10064935,88,"Mark Grace",56,115007
1996,"Dave Hollins","- - -",0.261627906,0.136363636,88,"Dave Hollins",1391,116083
1996,"Ed Sprague","TOR",0.247038917,0.089552238,88,"Ed Sprague",1012356,122612
1997,"Moises Alou","FLA",0.291821561,0.113085621,88,"Moises Alou",261,110189
1997,"Geronimo Berroa","- - -",0.283422459,0.11728395,88,"Geronimo Berroa",1000900,110928
1998,"Mike Piazza","- - -",0.327985739,0.092651757,88,"Mike Piazza",893,120536
1998,"Kevin Young","PIT",0.27027027,0.06697108,88,"Kevin Young",1018,124704
1998,"Ivan Rodriguez","TEX",0.321243523,0.051863857,88,"Ivan Rodriguez",1275,121358
1998,"Matt Stairs","OAK",0.294455066,0.099494097,88,"Matt Stairs",1384,122644
1999,"Garret Anderson","ANA",0.303225806,0.051515151,88,"Garret Anderson",2,110236
1999,"Robin Ventura","NYM",0.301020408,0.110283159,88,"Robin Ventura",854,123697
2000,"Mike Bordick","- - -",0.284734133,0.076086956,88,"Mike Bordick",129,111234
2000,"Joe Randa","KCR",0.303921568,0.054135338,88,"Joe Randa",623,120922
2000,"Scott Rolen","PHI",0.298136645,0.09426987,88,"Scott Rolen",970,121409
2000,"Ryan Klesko","SDP",0.283400809,0.154237288,88,"Ryan Klesko",1041,117148
2001,"Raul Mondesi","TOR",0.251748251,0.11179173,88,"Raul Mondesi",1314,119247
2002,"Mike Lowell","FLA",0.276381909,0.095870206,88,"Mike Lowell",527,136780
2002,"Bret Boone","SEA",0.277960526,0.078518518,88,"Bret Boone",1067,111214
2003,"Jeff Conine","- - -",0.282495667,0.07739938,88,"Jeff Conine",131,112559
2004,"Jose Guillen","ANA",0.293805309,0.05958132,88,"Jose Guillen",57,115229
2004,"Geoff Jenkins","MIL",0.264181523,0.067547723,88,"Geoff Jenkins",690,132961
2005,"Jim Edmonds","STL",0.263383297,0.160493827,88,"Jim Edmonds",1153,113744
2006,"Omar Vizquel","SFG",0.295336787,0.084977238,88,"Omar Vizquel",411,123744
2006,"Adrian Beltré","SEA",0.267741935,0.069016152,88,"Adrian Beltre",639,134181
2006,"Mike Cameron","SDP",0.268115942,0.111987381,88,"Mike Cameron",1070,111904
2007,"Mike Cameron","SDP",0.24168126,0.102918586,88,"Mike Cameron",1070,111904
2008,"Derek Jeter","NYY",0.30033557,0.077844311,88,"Derek Jeter",826,116539
2009,"Victor Martinez","- - -",0.302721088,0.111607142,88,"Victor Martinez",393,400121
2009,"Ichiro Suzuki","SEA",0.352112676,0.04719764,88,"Ichiro Suzuki",1101,400085
2009,"Felipe Lopez","- - -",0.309602649,0.104411764,88,"Felipe Lopez",1311,150479
2009,"Jack Cust","OAK",0.239766081,0.151960784,88,"Jack Cust",1564,400091
2009,"David Wright","NYM",0.306542056,0.1197411,88,"David Wright",3787,431151
2010,"Bobby Abreu","LAA",0.254799301,0.130434782,88,"Bobby Abreu",945,110029
2010,"Joe Mauer","MIN",0.32745098,0.111301369,88,"Joe Mauer",1857,408045
2010,"Elvis Andrus","TEX",0.265306122,0.094955489,88,"Elvis Andrus",8709,462101
2011,"Michael Young","TEX",0.337559429,0.068214804,88,"Michael Young",1286,276545
2011,"Dan Uggla","ATL",0.233333333,0.092261904,88,"Dan Uggla",3442,462564
2012,"Shin-Soo Choo","CLE",0.282608695,0.106413994,88,"Shin-Soo Choo",3174,425783
2012,"Ben Zobrist","TBR",0.269642857,0.14520958,88,"Ben Zobrist",7435,450314
2013,"Adrian Beltré","TEX",0.315372424,0.072463768,88,"Adrian Beltre",639,134181
2013,"Manny Machado","BAL",0.28335832,0.04084507,88,"Manny Machado",11493,592518
2014,"Todd Frazier","CIN",0.273031825,0.078787878,88,"Todd Frazier",785,453943
2014,"Adam Jones","BAL",0.2810559,0.027859237,88,"Adam Jones",6368,430945
2015,"Dee Strange-Gordon","MIA",0.333333333,0.038284839,88,"Dee Strange-Gordon",8203,543829
2015,"José Abreu","CHW",0.290375203,0.058383233,88,"Jose Abreu",15676,547989
2016,"Daniel Murphy","WSN",0.346516007,0.060137457,88,"Daniel Murphy",4316,502517
2016,"Curtis Granderson","NYM",0.236697247,0.116903633,88,"Curtis Granderson",4747,434158
2017,"Domingo Santana","MIL",0.278095238,0.120263591,88,"Domingo Santana",10348,570267
2017,"Alex Bregman","HOU",0.284172661,0.087859424,88,"Alex Bregman",17678,608324
2018,"Whit Merrifield","KCR",0.303797468,0.086280056,88,"Whit Merrifield",11281,593160
2018,"Nick Castellanos","DET",0.298387096,0.072271386,88,"Nick Castellanos",11737,592206
2018,"Trevor Story","COL",0.290969899,0.071646341,88,"Trevor Story",12564,596115
2018,"Anthony Rendon","WSN",0.308128544,0.092127303,88,"Anthony Rendon",12861,543685
2019,"Michael Brantley","HOU",0.311304347,0.080062794,88,"Michael Brantley",4106,488726
2021,"Robbie Grossman","DET",0.238779174,0.14605067,88,"Robbie Grossman",5254,543257
2021,"Salvador Perez","KCR",0.272580645,0.042105263,88,"Salvador Perez",7304,521692
2021,"Trevor Story","COL",0.25095057,0.08907563,88,"Trevor Story",12564,596115
2021,"Alex Verdugo","BOS",0.288602941,0.084437086,88,"Alex Verdugo",17027,657077
2022,"Jake Cronenworth","SDP",0.238500851,0.102339181,88,"Jake Cronenworth",18036,630105
2022,"Luis Arraez","MIN",0.316270566,0.082918739,88,"Luis Arraez",18568,650333
2022,"Adolis García","TEX",0.249586776,0.0608828,88,"Adolis Garcia",19287,666969
2023,"Corey Seager","TEX",0.327044025,0.09141791,88,"Corey Seager",13624,608369
2023,"Spencer Torkelson","DET",0.232673267,0.097953216,88,"Spencer Torkelson",27465,679529
2024,"Brandon Nimmo","NYM",0.224168126,0.116138763,88,"Brandon Nimmo",12927,607043
2024,"Trea Turner","PHI",0.295049504,0.050092764,88,"Trea Turner",16252,607208
2024,"Yordan Alvarez","HOU",0.307971014,0.108661417,88,"Yordan Alvarez",19556,670541
1978,"Terry Puhl","HOU",0.288888888,0.074188562,87,"Terry Puhl",1010562,120795
1978,"Willie Randolph","NYY",0.278557114,0.137583892,87,"Willie Randolph",1010694,120927
1978,"Jerry Remy","BOS",0.27787307,0.062208398,87,"Jerry Remy",1010828,121064
1979,"Brian Downing","CAL",0.326129666,0.12919463,87,"Brian Downing",1003451,113516
1979,"Bill North","SFG",0.258695652,0.171122994,87,"Bill North",1009638,119845
1979,"Terry Puhl","HOU",0.286666666,0.086309523,87,"Terry Puhl",1010562,120795
1980,"Tony Armas","OAK",0.27866242,0.043543543,87,"Tony Armas",1000305,110318
1980,"George Brett","KCR",0.389755011,0.112621359,87,"George Brett",1001400,111437
1980,"Carney Lansford","CAL",0.260797342,0.074626865,87,"Carney Lansford",1007331,117488
1980,"Omar Moreno","PIT",0.24852071,0.076510067,87,"Omar Moreno",1009167,119361
1982,"Pedro Guerrero","LAD",0.304347826,0.099693251,87,"Pedro Guerrero",1005120,115222
1982,"Greg Luzinski","CHW",0.291595197,0.129737609,87,"Greg Luzinski",1007855,118023
1982,"Eddie Murray","BAL",0.316363636,0.111642743,87,"Eddie Murray",1009386,119579
1982,"Jason Thompson","PIT",0.283636363,0.152567975,87,"Jason Thompson",1013014,123288
1982,"Willie Wilson","KCR",0.331623931,0.041867954,87,"Willie Wilson",1014113,124435
1983,"Pedro Guerrero","LAD",0.297945205,0.108433734,87,"Pedro Guerrero",1005120,115222
1984,"Chili Davis","SFG",0.314629258,0.076923076,87,"Chili Davis",1003041,113099
1984,"Mike Easler","BOS",0.31281198,0.087087087,87,"Mike Easler",1003635,113701
1985,"George Bell","TOR",0.275123558,0.064467766,87,"George Bell",1000808,110823
1985,"Keith Hernandez","NYM",0.308600337,0.112903225,87,"Keith Hernandez",1005706,115826
1985,"Willie Wilson","KCR",0.27768595,0.045171339,87,"Willie Wilson",1014113,124435
1987,"Keith Hernandez","NYM",0.289608177,0.119822485,87,"Keith Hernandez",1005706,115826
1988,"Bobby Bonilla","PIT",0.273972602,0.124816446,87,"Bobby Bonilla",1001168,111199
1988,"Mark McGwire","OAK",0.26,0.119685039,87,"Mark McGwire",1008559,118743
1988,"Cal Ripken Jr.","BAL",0.264347826,0.148040638,87,"Cal Ripken Jr.",1010978,121222
1989,"Glenn Davis","HOU",0.268502581,0.104072398,87,"Glenn Davis",1003052,113109
1989,"Mike Greenwell","BOS",0.307958477,0.087363494,87,"Mike Greenwell",1005006,115108
1989,"Harold Reynolds","SEA",0.300163132,0.081240768,87,"Harold Reynolds",1010870,121108
1990,"Matt Williams","SFG",0.277147487,0.049698795,87,"Matt Williams",77,124326
1990,"Mark McGwire","OAK",0.235181644,0.169230769,87,"Mark McGwire",1008559,118743
1991,"Mark Grace","CHC",0.273021001,0.099573257,87,"Mark Grace",56,115007
1991,"Tony Phillips","DET",0.283687943,0.120610687,87,"Tony Phillips",1010300,120522
1991,"Jody Reed","BOS",0.283171521,0.086206896,87,"Jody Reed",1010771,120995
1991,"Andy Van Slyke","PIT",0.264765784,0.123050259,87,"Andy Van Slyke",1013363,123653
1992,"Jay Bell","PIT",0.264240506,0.077247191,87,"Jay Bell",48,110826
1992,"Gary Sheffield","SDP",0.330341113,0.077669902,87,"Gary Sheffield",114,122111
1992,"Travis Fryman","DET",0.265553869,0.062413314,87,"Travis Fryman",385,114465
1992,"Jeff Bagwell","HOU",0.273037542,0.120516499,87,"Jeff Bagwell",547,110432
1992,"Ray Lankford","STL",0.29264214,0.105571847,87,"Ray Lankford",1044,117484
1992,"Mark McGwire","OAK",0.267665952,0.157618213,87,"Mark McGwire",1008559,118743
1993,"Brady Anderson","BAL",0.2625,0.123493975,87,"Brady Anderson",364,110229
1993,"Cal Ripken Jr.","BAL",0.257410296,0.090529247,87,"Cal Ripken Jr.",1010978,121222
1993,"Danny Tartabull","NYY",0.24951267,0.150572831,87,"Danny Tartabull",1012829,123096
1995,"Chipper Jones","ATL",0.265267175,0.121262458,87,"Chipper Jones",97,116706
1995,"Carlos Baerga","CLE",0.314183123,0.058333333,87,"Carlos Baerga",175,110427
1995,"Omar Vizquel","CLE",0.265682656,0.094855305,87,"Omar Vizquel",411,123744
1995,"Rondell White","MON",0.295358649,0.078095238,87,"Rondell White",856,124185
1995,"Geronimo Berroa","OAK",0.278388278,0.102272727,87,"Geronimo Berroa",1000900,110928
1995,"Otis Nixon","TEX",0.295415959,0.088414634,87,"Otis Nixon",1009608,119812
1996,"Moises Alou","MON",0.281481481,0.081939799,87,"Moises Alou",261,110189
1996,"Mike Piazza","LAD",0.336380255,0.12836767,87,"Mike Piazza",893,120536
1996,"Otis Nixon","TOR",0.286290322,0.12347826,87,"Otis Nixon",1009608,119812
1997,"Mark Grace","CHC",0.318918918,0.134556574,87,"Mark Grace",56,115007
1997,"Juan Gonzalez","TEX",0.296435272,0.056994818,87,"Juan Gonzalez",1251,114932
1998,"Ken Caminiti","SDP",0.252212389,0.132462686,87,"Ken Caminiti",1001863,111908
1999,"Jeromy Burnitz","MIL",0.26980728,0.156896551,87,"Jeromy Burnitz",867,111742
2000,"Jay Bell","ARI",0.267256637,0.107858243,87,"Jay Bell",48,110826
2000,"Rafael Furcal","ATL",0.294505494,0.134686346,87,"Rafael Furcal",88,279577
2000,"Eric Owens","SDP",0.293310463,0.070754716,87,"Eric Owens",534,120140
2000,"Mark Kotsay","FLA",0.298113207,0.072664359,87,"Mark Kotsay",1042,117276
2000,"Phil Nevin","SDP",0.302973977,0.097520661,87,"Phil Nevin",1049,119732
2000,"Gerald Williams","TBD",0.273734177,0.049853372,87,"Gerald Williams",1395,124314
2000,"Derek Bell","NYM",0.265567765,0.104501607,87,"Derek Bell",1000801,110818
2001,"Placido Polanco","STL",0.306737588,0.040983606,87,"Placido Polanco",1176,135784
2002,"Eric Chavez","OAK",0.275213675,0.099540581,87,"Eric Chavez",906,136767
2002,"Randy Winn","TBD",0.298187808,0.081602373,87,"Randy Winn",1235,133160
2002,"Vernon Wells","TOR",0.274671052,0.041666666,87,"Vernon Wells",1326,150484
2003,"Frank Thomas","CHW",0.267399267,0.151057401,87,"Frank Thomas",255,123245
2003,"Derek Jeter","NYY",0.323651452,0.079335793,87,"Derek Jeter",826,116539
2003,"Placido Polanco","PHI",0.288617886,0.075812274,87,"Placido Polanco",1176,135784
2004,"Mike Lowell","FLA",0.29264214,0.095380029,87,"Mike Lowell",527,136780
2004,"Eric Chavez","OAK",0.275789473,0.164644714,87,"Eric Chavez",906,136767
2004,"Jermaine Dye","OAK",0.265037593,0.083050847,87,"Jermaine Dye",911,113679
2004,"Scott Hatteberg","OAK",0.283636363,0.112852664,87,"Scott Hatteberg",916,115608
2005,"Shawn Green","ARI",0.285714285,0.094512195,87,"Shawn Green",651,115094
2005,"Geoff Jenkins","MIL",0.291821561,0.090614886,87,"Geoff Jenkins",690,132961
2006,"Marcus Giles","ATL",0.261818181,0.099041533,87,"Marcus Giles",89,279578
2006,"Chipper Jones","ATL",0.323600973,0.127882599,87,"Chipper Jones",97,116706
2006,"Juan Pierre","CHC",0.291845493,0.042666666,87,"Juan Pierre",443,334393
2006,"Brian Giles","SDP",0.263245033,0.145048814,87,"Brian Giles",990,114789
2006,"Orlando Hudson","ARI",0.286701208,0.093846153,87,"Orlando Hudson",1307,407861
2007,"Rafael Furcal","LAD",0.270223752,0.085536547,87,"Rafael Furcal",88,279577
2007,"Adrian Beltré","SEA",0.275630252,0.059467918,87,"Adrian Beltre",639,134181
2007,"Edgar Renteria","ATL",0.331983805,0.084714548,87,"Edgar Renteria",1178,121074
2007,"Michael Cuddyer","MIN",0.276051188,0.102728731,87,"Michael Cuddyer",1534,150212
2007,"Jhonny Peralta","CLE",0.270034843,0.094281298,87,"Jhonny Peralta",1738,425509
2007,"Rickie Weeks Jr.","MIL",0.234718826,0.154150197,87,"Rickie Weeks Jr.",1849,430001
2007,"Russell Martin","LAD",0.292592592,0.108064516,87,"Russell Martin",4616,431145
2007,"Aaron Hill","TOR",0.291118421,0.06240487,87,"Aaron Hill",6104,431094
2008,"Skip Schumaker","STL",0.301851851,0.079124579,87,"Skip Schumaker",3704,435401
2008,"Russell Martin","LAD",0.28028933,0.138461538,87,"Russell Martin",4616,431145
2008,"Conor Jackson","ARI",0.3,0.096405228,87,"Conor Jackson",5997,433582
2008,"Mark Reynolds","ARI",0.239332096,0.104404567,87,"Mark Reynolds",7619,448602
2009,"Shin-Soo Choo","CLE",0.300171526,0.113868613,87,"Shin-Soo Choo",3174,425783
2010,"Adrián González","SDP",0.297800338,0.134199134,87,"Adrian Gonzalez",1908,408236
2010,"Ryan Howard","PHI",0.276363636,0.09516129,87,"Ryan Howard",2154,429667
2010,"David Wright","NYM",0.282793867,0.102985074,87,"David Wright",3787,431151
2011,"Jimmy Rollins","PHI",0.268077601,0.091917591,87,"Jimmy Rollins",971,276519
2011,"Asdrúbal Cabrera","CLE",0.273178807,0.065967016,87,"Asdrubal Cabrera",4962,452678
2011,"Andrew McCutchen","PIT",0.258741258,0.131268436,87,"Andrew McCutchen",9847,457705
2011,"Brett Gardner","NYY",0.258823529,0.102040816,87,"Brett Gardner",9927,458731
2012,"Adam Dunn","CHW",0.204081632,0.161787365,87,"Adam Dunn",319,276055
2012,"Marco Scutaro","- - -",0.306451612,0.058565153,87,"Marco Scutaro",1555,340192
2012,"Hunter Pence","- - -",0.252836304,0.081395348,87,"Hunter Pence",8252,452254
2014,"Victor Martinez","DET",0.335115864,0.109204368,87,"Victor Martinez",393,400121
2014,"Nelson Cruz","BAL",0.270799347,0.081120943,87,"Nelson Cruz",2434,443558
2014,"Alex Gordon","KCR",0.26642984,0.101088646,87,"Alex Gordon",5209,460086
2014,"Brett Gardner","NYY",0.255855855,0.088050314,87,"Brett Gardner",9927,458731
2015,"Ryan Braun","MIL",0.28458498,0.095070422,87,"Ryan Braun",3410,460075
2015,"Carlos González","COL",0.270758122,0.075657894,87,"Carlos Gonzalez",7287,471865
2015,"Kris Bryant","CHC",0.275491949,0.118461538,87,"Kris Bryant",15429,592178
2016,"Carlos González","COL",0.297945205,0.07278481,87,"Carlos Gonzalez",7287,471865
2016,"Odúbel Herrera","PHI",0.286449399,0.096036585,87,"Odubel Herrera",11476,546318
2017,"Eugenio Suárez","CIN",0.260299625,0.132911392,87,"Eugenio Suarez",12552,553993
2017,"Cody Bellinger","LAD",0.266666666,0.116788321,87,"Cody Bellinger",15998,641355
2018,"Eddie Rosario","MIN",0.288014311,0.050675675,87,"Eddie Rosario",12155,592696
2018,"Brian Anderson","MIA",0.272881355,0.092537313,87,"Brian Anderson",18289,605119
2019,"Eugenio Suárez","CIN",0.271304347,0.105740181,87,"Eugenio Suarez",12552,553993
2021,"Justin Turner","LAD",0.277673545,0.099673202,87,"Justin Turner",5235,457759
2022,"Brandon Drury","- - -",0.262548262,0.066901408,87,"Brandon Drury",11615,592273
2023,"George Springer","TOR",0.257748776,0.08784773,87,"George Springer",12856,543807
2023,"José Ramírez","CLE",0.281505728,0.105643994,87,"Jose Ramirez",13510,608070
2024,"Rafael Devers","BOS",0.272380952,0.111480865,87,"Rafael Devers",17350,646240
1979,"Dusty Baker Jr.","LAD",0.274368231,0.09090909,86,"Dusty Baker Jr.",1000450,110481
1980,"Mike Hargrove","CLE",0.303904923,0.154166666,86,"Mike Hargrove",1005361,115474
1980,"Dwayne Murphy","OAK",0.273996509,0.145299145,86,"Dwayne Murphy",1009359,119551
1982,"Chili Davis","SFG",0.260530421,0.064194008,86,"Chili Davis",1003041,113099
1982,"Jim Rice","BOS",0.308900523,0.086206896,86,"Jim Rice",1010897,121140
1984,"Leon Durham","CHC",0.279069767,0.125912408,86,"Leon Durham",1003592,113658
1984,"Willie Randolph","NYY",0.287234042,0.129518072,86,"Willie Randolph",1010694,120927
1985,"Harold Baines","CHW",0.309375,0.06060606,86,"Harold Baines",1000434,110456
1986,"Dwight Evans","BOS",0.258979206,0.1515625,86,"Dwight Evans",1003865,113936
1986,"Pete O'Brien","TEX",0.290381125,0.135725429,86,"Pete O'Brien",1009700,119903
1987,"Julio Franco","CLE",0.319191919,0.101785714,86,"Julio Franco",87,212297
1987,"Alvin Davis","SEA",0.294827586,0.108761329,86,"Alvin Davis",1003033,113096
1987,"Lenny Dykstra","NYM",0.28538283,0.083507306,86,"Lenny Dykstra",1003619,113686
1987,"Kevin McReynolds","NYM",0.276271186,0.061032863,86,"Kevin McReynolds",1008690,118875
1987,"Dale Sveum","MIL",0.252336448,0.068259385,86,"Dale Sveum",1012748,123011
1987,"Milt Thompson","PHI",0.301707779,0.073043478,86,"Milt Thompson",1013021,123298
1988,"Mike Greenwell","BOS",0.325423728,0.125541125,86,"Mike Greenwell",1005006,115108
1989,"Bo Jackson","KCR",0.256310679,0.069518716,86,"Bo Jackson",1006290,116446
1989,"Devon White","CAL",0.245283018,0.045722713,86,"Devon White",1013862,124164
1991,"Dave Henderson","OAK",0.276223776,0.091051805,86,"Dave Henderson",1005630,115744
1991,"Brian McRae","KCR",0.260731319,0.036199095,86,"Brian McRae",1008686,118871
1991,"Darryl Strawberry","LAD",0.265346534,0.12755102,86,"Darryl Strawberry",1012606,122864
1992,"Brett Butler","LAD",0.309222423,0.140532544,86,"Brett Butler",1001772,111812
1992,"John Kruk","PHI",0.3234714,0.151565074,86,"John Kruk",1007184,117339
1993,"Mark Grace","CHC",0.324915824,0.105029585,86,"Mark Grace",56,115007
1993,"Mo Vaughn","BOS",0.296846011,0.124802527,86,"Mo Vaughn",899,123678
1993,"Chris Sabo","CIN",0.259057971,0.070376432,86,"Chris Sabo",1011357,121606
1994,"Paul Molitor","TOR",0.341409691,0.106589147,86,"Paul Molitor",1009040,119236
1995,"Jay Buhner","SEA",0.261702127,0.111317254,86,"Jay Buhner",1001638,111676
1995,"Quilvio Veras","FLA",0.261363636,0.148698884,86,"Quilvio Veras",1013404,123700
1997,"Matt Williams","CLE",0.263422818,0.053459119,86,"Matt Williams",77,124326
1997,"Gary Sheffield","FLA",0.25,0.20790378,86,"Gary Sheffield",114,122111
1997,"Eric Karros","LAD",0.265923566,0.087142857,86,"Eric Karros",659,116852
1997,"Mike Lansing","MON",0.281468531,0.071315372,86,"Mike Lansing",1007334,117491
1997,"Mark McGwire","- - -",0.274074074,0.153729071,86,"Mark McGwire",1008559,118743
1997,"Brian McRae","- - -",0.241992882,0.101721439,86,"Brian McRae",1008686,118871
1998,"Omar Vizquel","CLE",0.288194444,0.093939393,86,"Omar Vizquel",411,123744
1998,"Roberto Alomar","BAL",0.282312925,0.08980213,86,"Roberto Alomar",860,110183
1998,"Edgar Martinez","SEA",0.322003577,0.156804733,86,"Edgar Martinez",1086,118365
1998,"Scott Brosius","NYY",0.3,0.086235489,86,"Scott Brosius",1001477,111515
1999,"Edgar Martinez","SEA",0.336653386,0.159539473,86,"Edgar Martinez",1086,118365
1999,"Jeff Kent","SFG",0.28962818,0.104273504,86,"Jeff Kent",1119,116999
1999,"Carl Everett","HOU",0.325431034,0.093457943,86,"Carl Everett",1249,113946
2002,"Melvin Mora","BAL",0.233393177,0.107361963,86,"Melvin Mora",157,206551
2002,"Mark Bellhorn","CHC",0.258426966,0.143667296,86,"Mark Bellhorn",264,110840
2002,"Luis Castillo","FLA",0.305280528,0.082335329,86,"Luis Castillo",513,112116
2002,"Cliff Floyd","- - -",0.288461538,0.124794745,86,"Cliff Floyd",518,114260
2002,"Richie Sexson","MIL",0.278947368,0.107361963,86,"Richie Sexson",709,122027
2003,"Larry Walker","COL",0.284140969,0.173758865,86,"Larry Walker",455,123833
2003,"Marlon Byrd","PHI",0.303030303,0.079566003,86,"Marlon Byrd",950,407781
2004,"Jason Kendall","PIT",0.318815331,0.09118541,86,"Jason Kendall",993,116974
2005,"Darin Erstad","LAA",0.272577996,0.070464767,86,"Darin Erstad",11,113889
2005,"Melvin Mora","BAL",0.283305227,0.075301204,86,"Melvin Mora",157,206551
2005,"Morgan Ensberg","HOU",0.283269961,0.136217948,86,"Morgan Ensberg",556,348563
2005,"Coco Crisp","CLE",0.299663299,0.06707317,86,"Coco Crisp",1572,424825
2006,"Austin Kearns","- - -",0.264432029,0.120826709,86,"Austin Kearns",332,400290
2006,"Torii Hunter","MIN",0.278276481,0.073649754,86,"Torii Hunter",731,116338
2006,"Scott Podsednik","CHW",0.261450381,0.091216216,86,"Scott Podsednik",1095,325392
2006,"Reed Johnson","TOR",0.318872017,0.063829787,86,"Reed Johnson",1702,407862
2006,"Joe Mauer","MIN",0.347408829,0.12993421,86,"Joe Mauer",1857,408045
2007,"Kenny Lofton","- - -",0.295918367,0.10017889,86,"Kenny Lofton",246,117863
2007,"Todd Helton","COL",0.31956912,0.170087976,86,"Todd Helton",432,115732
2007,"Carlos Guillen","DET",0.29609929,0.087301587,86,"Carlos Guillen",1079,136722
2007,"Mark Teixeira","- - -",0.305668016,0.125217391,86,"Mark Teixeira",1281,407893
2007,"Corey Hart","MIL",0.295049504,0.06360424,86,"Corey Hart",1945,430611
2007,"B.J. Upton","TBD",0.299578059,0.118613138,86,"B.J. Upton",5015,425834
2007,"Dustin Pedroia","BOS",0.317307692,0.080895008,86,"Dustin Pedroia",8370,456030
2008,"Garrett Atkins","COL",0.286415711,0.060240963,86,"Garrett Atkins",1790,425548
2008,"Kelly Johnson","ATL",0.287020109,0.084690553,86,"Kelly Johnson",2234,430637
2008,"Nick Swisher","CHW",0.219315895,0.139455782,86,"Nick Swisher",4599,430897
2008,"Prince Fielder","MIL",0.275510204,0.121037463,86,"Prince Fielder",4613,425902
2009,"Nate McLouth","- - -",0.256410256,0.115059221,86,"Nate McLouth",3190,434661
2009,"Kendrys Morales","LAA",0.30565371,0.073954983,86,"Kendrys Morales",8610,434778
2010,"David Ortiz","BOS",0.27027027,0.135313531,86,"David Ortiz",745,120074
